Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1200295,,5.6,5.75,,,,4.5,6.25,8.0,,,4.2,N1,BinhDinh
BD1200296,,2.4,5.0,,,,4.0,5.75,8.25,,,4.2,N1,BinhDinh
BD1200297,,6.4,6.0,,,,2.5,4.25,9.0,,,5.0,N1,BinhDinh
BD1200298,,8.6,6.25,5.75,7.25,8.75,,,,,,7.4,N1,BinhDinh
BD1200299,,7.6,5.75,6.25,5.5,3.75,,,,,,6.0,N1,BinhDinh
BD1200300,,4.0,3.0,,,,3.25,5.0,5.0,,,2.6,N1,BinhDinh
BD1200301,,4.0,5.25,,,,4.25,6.0,8.75,,,3.6,N1,BinhDinh
BD1200302,,5.8,5.25,,,,5.5,6.25,9.5,,,4.2,N1,BinhDinh
BD1200303,,7.8,3.0,4.25,6.75,7.75,7.25,7.5,8.25,,,7.8,N1,BinhDinh
BD1200304,,4.0,5.25,1.25,2.0,2.75,3.5,4.75,5.75,,,2.6,N1,BinhDinh
BD1200305,,8.6,8.0,,,,5.0,7.0,8.25,,,9.0,N1,BinhDinh
BD1200306,,3.6,3.5,3.0,2.75,2.5,3.5,5.75,7.5,,,2.2,N1,BinhDinh
BD1200307,,4.4,4.5,3.25,3.25,2.25,2.75,6.75,7.5,,,1.8,N1,BinhDinh
BD1200308,,3.6,4.25,2.75,3.0,3.25,3.0,6.0,7.5,,,2.2,N1,BinhDinh
BD1200309,,4.8,6.5,,,,8.0,7.5,8.5,,,5.4,N1,BinhDinh
BD1200310,,5.6,3.5,,,,5.25,5.75,8.5,,,2.2,N1,BinhDinh
BD1200311,,6.6,7.0,7.75,6.25,3.75,,,,,,6.2,N1,BinhDinh
BD1200312,,4.4,5.0,,,,2.75,5.5,7.5,,,3.4,N1,BinhDinh
BD1200313,,6.2,4.5,5.75,5.25,4.5,,,,,,3.8,N1,BinhDinh
BD1200314,,3.8,6.25,,,,3.0,6.75,8.5,,,4.2,N1,BinhDinh
BD1200315,,6.0,4.25,5.5,3.5,3.75,,,,,,4.4,N1,BinhDinh
BD1200316,,4.2,5.0,,,,3.0,7.0,7.0,,,2.6,N1,BinhDinh
BD1200317,,5.6,4.5,,,,3.25,4.25,7.25,,,1.6,N1,BinhDinh
BD1200318,,6.6,5.5,4.25,6.0,6.0,,,,,,4.6,N1,BinhDinh
BD1200319,,6.0,5.0,,,,5.75,6.75,9.25,,,5.2,N1,BinhDinh
BD1200320,,8.4,6.25,6.5,5.0,4.5,,,,,,4.4,N1,BinhDinh
BD1200321,,5.4,2.75,3.75,6.25,2.5,2.75,5.75,4.25,,,2.8,N1,BinhDinh
BD1200322,,5.8,5.25,7.25,3.5,4.0,,,,,,4.6,N1,BinhDinh
BD1200323,,6.6,6.0,5.75,5.0,5.0,,,,,,4.4,N1,BinhDinh
BD1200324,,6.0,5.0,2.5,3.25,4.75,,,,,,3.8,N1,BinhDinh
BD1200325,,5.8,4.75,,,,4.0,6.75,7.75,,,4.8,N1,BinhDinh
BD1200326,,7.8,4.5,7.25,8.5,6.0,,,,,,4.8,N1,BinhDinh
BD1200327,,5.6,5.0,,,,3.5,6.25,6.5,,,5.6,N1,BinhDinh
BD1200328,,7.4,5.5,,,,5.5,6.5,7.75,,,7.0,N1,BinhDinh
BD1200329,,4.8,4.0,,,,3.75,6.25,7.5,,,3.4,N1,BinhDinh
BD1200330,,5.0,4.0,,,,4.0,6.75,9.0,,,4.8,N1,BinhDinh
BD1200331,,2.4,5.5,,,,2.5,4.25,7.0,,,2.6,N1,BinhDinh
BD1200332,,6.4,6.0,,,,6.25,7.25,8.0,,,4.4,N1,BinhDinh
BD1200333,,4.2,5.75,3.0,3.25,3.5,4.0,5.5,7.75,,,3.8,N1,BinhDinh
BD1200334,,8.2,4.75,7.75,3.5,5.25,,,,,,6.2,N1,BinhDinh
BD1200335,,4.4,4.5,3.75,3.5,3.25,,,,,,2.8,N1,BinhDinh
BD1200336,,3.2,4.75,,,,3.25,5.25,8.5,,,2.2,N1,BinhDinh
BD1200337,,7.8,7.0,,,,5.25,8.0,8.25,,,8.0,N1,BinhDinh
BD1200338,,7.6,5.25,4.75,7.0,6.5,,,,,,4.6,N1,BinhDinh
BD1200339,,4.2,5.75,2.75,2.75,3.75,4.75,6.0,8.75,,,3.2,N1,BinhDinh
BD1200340,,8.4,5.25,4.75,3.75,5.5,,,,,,6.0,N1,BinhDinh
BD1200341,,7.2,6.0,6.5,7.0,4.5,,,,,,6.4,N1,BinhDinh
BD1200342,,3.0,3.0,,,,2.5,3.75,5.25,,,3.4,N1,BinhDinh
BD1200343,,5.4,6.5,4.25,6.0,5.75,,,,,,4.0,N1,BinhDinh
BD1200344,,5.4,5.5,3.25,1.5,2.75,4.25,5.25,7.25,,,4.0,N1,BinhDinh
BD1200345,,7.0,7.0,,,,5.5,6.75,8.5,,,3.8,N1,BinhDinh
BD1200346,,6.2,5.75,5.5,6.75,5.5,,,,,,5.6,N1,BinhDinh
BD1200347,,5.6,3.75,,,,3.0,6.25,8.0,,,4.2,N1,BinhDinh
BD1200348,,4.8,6.5,1.5,2.0,2.5,4.75,6.75,7.75,,,4.0,N1,BinhDinh
BD1200349,,6.4,4.0,,,,6.5,8.0,8.5,,,4.4,N1,BinhDinh
BD1200350,,6.8,5.75,7.75,3.75,4.25,,,,,,8.4,N1,BinhDinh
BD1200351,,5.0,5.75,,,,2.0,5.5,6.0,,,5.4,N1,BinhDinh
BD1200352,,4.4,4.25,,,,3.5,6.25,6.5,,,4.0,N1,BinhDinh
BD1200353,,6.2,6.0,,,,5.0,6.75,7.5,,,3.4,N1,BinhDinh
BD1200354,,4.8,5.0,,,,4.25,6.75,6.75,,,3.2,N1,BinhDinh
BD1200355,,4.4,5.0,2.75,4.75,3.5,,,,,,3.2,N1,BinhDinh
BD1200356,,5.8,5.75,,,,5.5,5.5,8.25,,,5.6,N1,BinhDinh
BD1200357,,3.2,4.0,,,,4.0,5.0,8.25,,,4.0,N1,BinhDinh
BD1200358,,2.6,2.25,,,,3.0,4.75,5.25,,,2.0,N1,BinhDinh
BD1200359,,7.6,4.0,4.75,6.25,4.25,,,,,,3.2,N1,BinhDinh
BD1200360,,6.6,5.0,,,,3.0,6.5,8.25,,,3.6,N1,BinhDinh
BD1200361,,7.6,5.5,,,,3.5,6.5,6.5,,,3.2,N1,BinhDinh
BD1200362,,7.6,6.25,6.75,7.0,6.0,,,,,,5.8,N1,BinhDinh
BD1200363,,7.8,6.0,6.25,7.75,5.0,2.75,4.75,6.5,,,5.4,N1,BinhDinh
BD1200364,,3.8,4.5,,,,3.0,4.25,6.5,,,4.0,N1,BinhDinh
BD1200365,,4.6,5.0,,,,3.75,5.0,6.5,,,2.8,N1,BinhDinh
BD1200366,,7.6,6.25,5.5,4.0,5.5,,,,,,3.4,N1,BinhDinh
BD1200367,,3.0,5.5,3.0,2.0,1.25,3.5,4.5,5.75,,,1.8,N1,BinhDinh
BD1200368,,7.8,6.75,,,,4.75,6.5,8.25,,,5.0,N1,BinhDinh
BD1200369,,7.6,5.5,7.25,5.0,5.25,,,,,,8.4,N1,BinhDinh
BD1200370,,6.0,5.75,2.25,3.0,4.25,5.75,6.5,9.5,,,4.6,N1,BinhDinh
BD1200371,,4.4,4.0,3.25,6.5,6.5,,,,,,5.2,N1,BinhDinh
BD1200372,,7.2,5.5,6.5,6.75,5.0,,,,,,5.2,N1,BinhDinh
BD1200373,,5.8,6.0,,,,3.0,7.5,8.0,,,2.6,N1,BinhDinh
BD1200374,,5.4,4.5,4.5,4.5,4.5,,,,,,1.8,N1,BinhDinh
BD1200375,,6.0,5.5,5.5,6.5,4.75,,,,,,5.8,N1,BinhDinh
BD1200376,,7.2,7.0,8.0,6.25,5.25,,,,,,7.0,N1,BinhDinh
BD1200377,,5.6,4.5,4.5,4.5,4.25,3.75,6.0,8.0,,,4.0,N1,BinhDinh
BD1200379,,4.6,4.75,1.75,3.0,3.0,3.5,6.5,8.5,,,4.4,N1,BinhDinh
BD1200380,,5.0,2.25,,,,4.0,6.75,6.75,,,2.6,N1,BinhDinh
BD1200381,,7.2,5.75,7.0,6.0,7.5,,,,,,8.4,N1,BinhDinh
BD1200382,,5.0,4.5,,,,5.0,7.75,8.25,,,2.8,N1,BinhDinh
BD1200383,,7.2,6.0,5.75,5.0,2.25,,,,,,4.8,N1,BinhDinh
BD1200384,,7.6,7.75,,,,5.5,7.75,8.75,,,5.4,N1,BinhDinh
BD1200385,,5.6,4.25,5.25,5.25,3.75,,,,,,3.4,N1,BinhDinh
BD1200386,,6.4,4.75,6.5,6.0,2.0,,,,,,4.2,N1,BinhDinh
BD1200387,,4.0,3.0,,,,1.75,5.0,7.0,,,2.4,N1,BinhDinh
BD1200388,,6.2,5.25,6.0,4.5,4.5,,,,,,4.8,N1,BinhDinh
BD1200389,,5.8,5.5,2.5,4.0,3.75,5.75,6.0,6.5,,,2.4,N1,BinhDinh
BD1200390,,6.8,7.25,6.25,6.5,5.0,,,,,,7.0,N1,BinhDinh
BD1200391,,3.2,4.0,,,,3.5,4.75,5.25,,,2.8,N1,BinhDinh
BD1200392,,2.6,5.25,,,,3.5,8.0,7.5,,,5.0,N1,BinhDinh
BD1200393,,7.2,5.5,7.0,5.25,4.75,,,,,,5.4,N1,BinhDinh
BD1200394,,6.2,7.0,7.0,3.75,4.75,,,,,,4.8,N1,BinhDinh
BD1200395,,4.0,4.5,,,,2.5,4.75,5.0,,,2.0,N1,BinhDinh
BD1200396,,5.2,5.25,,,,5.25,5.5,7.75,,,4.2,N1,BinhDinh
BD1200397,,6.8,4.5,2.5,3.5,5.75,,,,,,2.8,N1,BinhDinh
BD1200398,,4.2,5.25,4.5,2.75,2.75,,,,,,4.8,N1,BinhDinh
BD1200399,,6.4,7.0,,,,4.0,6.25,8.5,,,4.2,N1,BinhDinh
BD1200400,,6.0,7.25,,,,9.0,9.0,8.25,,,4.6,N1,BinhDinh
BD1200401,,8.4,5.5,7.0,7.25,5.5,,,,,,4.2,N1,BinhDinh
BD1200402,,3.4,3.75,,,,4.25,5.25,8.5,,,2.8,N1,BinhDinh
BD1200403,,7.4,5.75,7.0,7.25,5.5,,,,,,6.8,N1,BinhDinh
BD1200404,,6.8,6.5,,,,5.75,7.25,9.75,,,5.0,N1,BinhDinh
BD1200405,,5.8,5.75,,,,7.25,7.5,8.25,,,5.2,N1,BinhDinh
BD1200406,,8.8,6.0,8.25,7.0,5.25,,,,,,7.6,N1,BinhDinh
BD1200407,,7.8,,,6.5,7.5,,,,,,,,BinhDinh
BD1200408,,6.8,6.25,6.75,5.5,3.75,,,,,,6.2,N1,BinhDinh
BD1200409,,6.0,5.5,,,,6.25,7.5,8.0,,,6.0,N1,BinhDinh
BD1200410,,5.2,4.0,,,,5.0,6.5,7.0,,,2.6,N1,BinhDinh
BD1200411,,4.6,5.75,,,,5.0,7.25,9.0,,,3.8,N1,BinhDinh
BD1200412,,7.2,,6.5,7.75,,,,,,,,,BinhDinh
BD1200413,,6.4,5.0,4.75,3.75,6.25,,,,,,4.0,N1,BinhDinh
BD1200414,,4.4,5.0,2.25,3.0,2.5,3.75,4.75,7.0,,,4.0,N1,BinhDinh
BD1200415,,6.4,6.25,,,,4.75,6.25,8.0,,,4.6,N1,BinhDinh
BD1200416,,7.8,7.0,6.0,4.0,4.5,3.75,6.25,7.5,,,4.8,N1,BinhDinh
BD1200417,,9.0,6.0,4.5,7.5,8.25,,,,,,5.4,N1,BinhDinh
BD1200418,,3.4,5.5,,,,4.0,6.0,7.5,,,3.0,N1,BinhDinh
BD1200419,,4.4,3.5,,,,3.5,5.75,5.75,,,3.6,N1,BinhDinh
BD1200420,,6.6,5.25,,,,4.75,5.75,8.75,,,5.8,N1,BinhDinh
BD1200421,,4.6,3.0,3.0,2.0,3.5,3.0,5.5,7.0,,,2.4,N1,BinhDinh
BD1200422,,7.0,5.0,6.0,7.25,5.0,,,,,,6.6,N1,BinhDinh
BD1200423,,6.2,7.25,,,,4.75,7.25,8.0,,,6.4,N1,BinhDinh
BD1200424,,5.2,5.0,5.75,4.0,6.0,,,,,,4.2,N1,BinhDinh
BD1200425,,5.4,6.0,,,,4.5,6.25,7.5,,,3.8,N1,BinhDinh
BD1200426,,5.2,4.25,,,,3.0,6.5,6.0,,,2.8,N1,BinhDinh
BD1200427,,8.4,5.0,6.25,5.75,5.0,,,,,,5.8,N1,BinhDinh
BD1200428,,5.6,5.75,,,,4.5,5.5,8.5,,,4.0,N1,BinhDinh
BD1200429,,5.0,5.25,,,,4.75,6.0,7.75,,,3.4,N1,BinhDinh
BD1200430,,6.8,6.25,,,,3.0,6.5,7.5,,,3.4,N1,BinhDinh
BD1200431,,6.2,6.0,3.5,4.5,4.0,3.0,6.25,6.25,,,3.0,N1,BinhDinh
BD1200432,,5.6,5.25,,,,7.0,7.75,9.25,,,5.6,N1,BinhDinh
BD1200433,,4.4,6.5,,,,4.0,5.5,7.5,,,3.4,N1,BinhDinh
BD1200434,,7.8,7.75,5.0,4.5,4.5,,,,,,7.4,N1,BinhDinh
BD1200435,,4.0,4.25,3.0,2.5,4.0,3.75,5.25,6.75,,,2.6,N1,BinhDinh
BD1200436,,1.0,4.5,4.25,3.5,2.5,3.5,5.25,7.25,,,1.8,N1,BinhDinh
BD1200437,,5.0,5.25,6.0,6.5,5.5,5.5,6.0,6.0,,,3.8,N1,BinhDinh
BD1200438,,4.4,4.75,,,,6.75,5.75,8.25,,,3.2,N1,BinhDinh
BD1200439,,8.0,6.5,6.75,5.0,4.25,,,,,,6.4,N1,BinhDinh
BD1200440,,5.2,6.5,,,,3.75,5.5,6.5,,,2.8,N1,BinhDinh
BD1200441,,5.2,5.5,,,,4.25,5.25,7.75,,,3.2,N1,BinhDinh
BD1200442,,7.0,5.5,,,,3.75,7.0,8.25,,,5.4,N1,BinhDinh
BD1200443,,7.0,3.75,7.25,7.0,4.5,,,,,,4.4,N1,BinhDinh
BD1200444,,8.0,5.0,6.5,6.75,4.75,,,,,,3.6,N1,BinhDinh
BD1200445,,7.6,5.0,,,,6.5,8.0,9.75,,,5.4,N1,BinhDinh
BD1200446,,3.8,4.25,,,,4.5,7.0,9.25,,,4.2,N1,BinhDinh
BD1200447,,5.6,4.0,,,,4.5,6.0,5.25,,,3.4,N1,BinhDinh
BD1200448,,7.0,6.25,,,,4.75,6.0,8.5,,,5.2,N1,BinhDinh
BD1200449,,6.8,6.5,,,,5.25,6.25,8.75,,,3.0,N1,BinhDinh
BD1200450,,5.6,7.25,,,,5.75,7.5,8.75,,,6.0,N1,BinhDinh
BD1200451,,3.6,5.0,,,,3.5,4.25,7.5,,,3.4,N1,BinhDinh
BD1200452,,5.6,5.0,4.25,3.0,3.0,,,,,,2.2,N1,BinhDinh
BD1200453,,4.8,4.25,,,,3.5,3.5,7.25,,,4.6,N1,BinhDinh
BD1200454,,6.4,5.0,,,,6.5,5.5,8.5,,,2.4,N1,BinhDinh
BD1200455,,6.4,5.75,7.0,6.25,3.5,,,,,,3.6,N1,BinhDinh
BD1200456,,5.0,5.25,3.0,2.25,4.5,,,,,,4.4,N1,BinhDinh
BD1200457,,6.2,6.25,,,,4.5,6.0,8.5,,,4.6,N1,BinhDinh
BD1200458,,3.4,2.25,,,,3.25,5.0,6.0,,,3.0,N1,BinhDinh
BD1200459,,5.8,5.0,7.5,4.5,3.5,,,,,,2.8,N1,BinhDinh
BD1200460,,7.6,5.5,7.75,6.5,4.25,,,,,,4.0,N1,BinhDinh
BD1200461,,5.2,7.0,,,,3.25,5.75,8.25,,,3.0,N1,BinhDinh
BD1200462,,5.4,7.5,4.5,4.0,4.75,,,,,,8.6,N1,BinhDinh
BD1200463,,7.8,7.0,,,,4.75,6.5,8.5,,,8.6,N1,BinhDinh
BD1200464,,6.4,6.0,,,,4.5,6.25,9.0,,,4.0,N1,BinhDinh
BD1200465,,7.4,5.5,5.5,6.5,3.75,,,,,,4.8,N1,BinhDinh
BD1200466,,8.0,5.5,8.0,6.75,5.5,,,,,,4.6,N1,BinhDinh
BD1200467,,6.6,5.25,4.75,4.5,5.75,,,,,,5.6,N1,BinhDinh
BD1200468,,3.4,4.25,2.25,2.0,3.0,4.75,5.5,6.25,,,2.4,N1,BinhDinh
BD1200469,,4.6,4.25,3.25,3.5,3.75,4.5,4.5,5.5,,,3.2,N1,BinhDinh
BD1200470,,5.6,6.0,,,,5.75,6.5,9.25,,,7.0,N1,BinhDinh
BD1200471,,3.4,4.75,,,,6.0,6.75,7.25,,,5.4,N1,BinhDinh
BD1200472,,5.2,2.25,5.0,3.75,3.75,2.5,5.5,7.0,,,3.6,N1,BinhDinh
BD1200473,,3.2,2.5,,,,2.0,4.75,5.5,,,1.8,N1,BinhDinh
BD1200474,,8.2,5.5,7.25,5.25,5.75,,,,,,8.4,N1,BinhDinh
BD1200475,,8.6,5.25,7.75,4.0,3.5,,,,,,7.8,N1,BinhDinh
BD1200476,,5.2,5.25,,,,3.75,7.0,7.5,,,3.4,N1,BinhDinh
BD1200477,,6.2,5.0,5.0,4.25,3.25,,,,,,3.8,N1,BinhDinh
BD1200478,,2.6,2.75,,,,2.25,4.5,8.25,,,1.6,N1,BinhDinh
BD1200479,,3.8,4.75,,,,5.25,5.25,8.25,,,3.8,N1,BinhDinh
BD1200480,,8.0,6.25,5.75,3.75,6.0,,,,,,5.6,N1,BinhDinh
BD1200481,,3.4,5.5,,,,4.25,5.5,5.25,,,2.4,N1,BinhDinh
BD1200482,,6.4,5.5,,,,5.0,7.5,8.75,,,5.2,N1,BinhDinh
BD1200483,,7.4,5.5,6.5,5.5,4.0,,,,,,3.4,N1,BinhDinh
BD1200484,,7.0,6.0,,,,5.75,6.75,8.0,,,4.0,N1,BinhDinh
BD1200485,,4.8,4.5,4.5,1.5,4.5,2.5,4.75,6.5,,,4.0,N1,BinhDinh
BD1200486,,5.2,4.75,,,,3.5,6.0,9.25,,,5.2,N1,BinhDinh
BD1200487,,4.6,6.5,,,,5.75,7.5,8.0,,,4.2,N1,BinhDinh
BD1200488,,5.6,4.0,,,,4.25,5.25,6.5,,,2.8,N1,BinhDinh
BD1200489,,3.0,2.5,,,,3.75,5.0,7.0,,,3.2,N1,BinhDinh
BD1200490,,6.2,5.5,7.25,8.25,4.25,,,,,,4.4,N1,BinhDinh
BD1200491,,6.4,5.0,6.0,4.25,4.0,,,,,,4.4,N1,BinhDinh
BD1200492,,7.2,5.75,7.75,6.5,5.75,,,,,,4.4,N1,BinhDinh
BD1200493,,5.0,6.0,6.5,6.25,2.75,,,,,,4.0,N1,BinhDinh
BD1200494,,3.8,3.0,3.75,2.5,3.0,3.25,5.75,7.75,,,4.2,N1,BinhDinh
BD1200495,,3.8,5.5,,,,3.25,6.75,8.5,,,1.2,N1,BinhDinh
BD1200496,,6.4,6.0,4.75,3.0,3.5,4.75,6.25,6.5,,,3.8,N1,BinhDinh
BD1200497,,4.0,6.25,,,,3.75,7.0,8.0,,,2.0,N1,BinhDinh
BD1200498,,7.8,5.75,6.5,6.75,4.5,,,,,,4.4,N1,BinhDinh
BD1200499,,5.4,2.5,,,,5.25,5.75,5.75,,,2.2,N1,BinhDinh
BD1200500,,6.4,5.75,6.75,4.0,5.0,,,,,,4.6,N1,BinhDinh
BD1200501,,5.6,5.0,2.25,2.0,2.5,3.75,4.5,6.0,,,2.6,N1,BinhDinh
BD1200502,,7.4,6.0,5.75,5.0,3.75,,,,,,4.0,N1,BinhDinh
BD1200503,,5.6,4.5,4.75,4.25,4.0,,,,,,3.8,N1,BinhDinh
BD1200504,,5.4,6.5,,,,5.25,6.5,6.75,,,6.8,N1,BinhDinh
BD1200505,,5.8,6.5,5.0,5.0,4.5,,,,,,6.4,N1,BinhDinh
BD1200506,,5.6,4.5,,,,3.75,5.5,7.5,,,2.6,N1,BinhDinh
BD1200507,,5.6,6.75,,,,5.5,5.75,7.5,,,5.4,N1,BinhDinh
BD1200508,,6.4,6.0,,,,5.75,8.25,7.75,,,8.2,N1,BinhDinh
BD1200509,,3.0,4.0,3.0,2.0,2.75,3.0,4.75,5.75,,,3.0,N1,BinhDinh
BD1200510,,6.4,6.25,,,,5.0,7.5,9.5,,,7.6,N1,BinhDinh
BD1200511,,5.2,4.5,3.25,3.0,4.75,,,,,,2.2,N1,BinhDinh
BD1200512,,5.0,4.25,,,,3.25,5.5,5.75,,,2.8,N1,BinhDinh
BD1200513,,6.8,7.0,3.0,6.25,7.0,4.0,6.25,8.0,,,4.6,N1,BinhDinh
BD1200514,,6.6,7.0,,,,5.5,6.0,8.75,,,4.2,N1,BinhDinh
BD1200515,,3.4,2.5,,,,3.5,5.25,5.25,,,2.2,N1,BinhDinh
BD1200516,,3.8,4.25,,,,2.5,6.25,6.5,,,2.6,N1,BinhDinh
BD1200517,,4.0,2.5,,,,2.5,6.25,8.0,,,4.0,N1,BinhDinh
BD1200518,,4.4,4.75,,,,4.0,7.25,6.75,,,3.4,N1,BinhDinh
BD1200519,,8.6,4.25,7.25,6.25,7.5,,,,,,3.0,N1,BinhDinh
BD1200520,,5.0,6.0,,,,6.25,5.75,8.0,,,6.6,N1,BinhDinh
BD1200521,,3.4,5.5,,,,3.25,5.5,4.25,,,3.0,N1,BinhDinh
BD1200522,,6.2,6.25,,,,7.0,7.75,6.75,,,4.4,N1,BinhDinh
BD1200523,,3.0,1.75,,,,2.25,4.5,,,,,,BinhDinh
BD1200524,,2.8,4.75,,,,1.75,4.75,5.5,,,2.8,N1,BinhDinh
BD1200525,,6.8,5.25,5.0,2.5,4.0,6.0,7.25,9.0,,,4.2,N1,BinhDinh
BD1200526,,7.0,4.75,6.25,5.75,5.25,,,,,,4.0,N1,BinhDinh
BD1200527,,7.8,4.25,6.25,8.0,7.25,,,,,,7.8,N1,BinhDinh
BD1200528,,7.6,6.0,7.0,5.25,6.25,,,,,,6.2,N1,BinhDinh
BD1200529,,6.0,3.5,3.75,3.5,2.25,3.5,5.0,6.5,,,2.0,N1,BinhDinh
BD1200531,,7.0,5.5,,,,4.75,7.5,8.5,,,3.4,N1,BinhDinh
BD1200532,,5.4,5.0,4.5,5.5,3.75,,,,,,2.6,N1,BinhDinh
BD1200533,,5.8,6.0,,,,6.5,8.0,7.75,,,5.8,N1,BinhDinh
BD1200534,,3.6,5.75,,,,4.0,6.25,7.75,,,4.0,N1,BinhDinh
BD1200535,,3.2,5.25,3.5,2.5,3.0,2.75,4.5,9.0,,,2.8,N1,BinhDinh
BD1200536,,5.0,4.75,1.5,2.5,3.75,4.75,6.0,7.25,,,1.8,N1,BinhDinh
BD1200537,,7.4,6.25,5.25,7.25,7.5,,,,,,6.2,N1,BinhDinh
BD1200538,,9.0,5.0,8.25,7.0,4.5,,,,,,5.6,N1,BinhDinh
BD1200539,,7.4,4.0,8.0,6.25,5.25,,,,,,6.4,N1,BinhDinh
BD1200540,,7.4,6.25,3.0,7.75,5.75,,,,,,5.2,N1,BinhDinh
BD1200541,,7.4,7.25,6.75,4.75,3.25,,,,,,9.0,N1,BinhDinh
BD1200542,,7.2,7.0,5.0,3.5,3.25,,,,,,5.0,N1,BinhDinh
BD1200543,,5.4,6.25,,,,4.0,6.25,8.75,,,4.2,N1,BinhDinh
BD1200544,,6.8,5.75,4.75,4.5,5.0,,,,,,4.4,N1,BinhDinh
BD1200545,,4.8,4.0,,,,2.75,7.0,7.25,,,2.0,N1,BinhDinh
BD1200546,,5.8,6.0,,,,3.75,7.0,9.0,,,4.0,N1,BinhDinh
BD1200547,,5.0,7.0,,,,4.75,7.0,7.75,,,4.6,N1,BinhDinh
BD1200548,,6.8,5.0,4.5,4.75,4.75,,,,,,2.4,N1,BinhDinh
BD1200549,,6.4,6.0,,,,3.75,4.25,7.25,,,4.0,N1,BinhDinh
BD1200550,,5.6,3.5,,,,5.5,5.25,8.0,,,4.8,N1,BinhDinh
BD1200551,,7.6,4.5,5.0,5.0,5.25,,,,,,3.2,N1,BinhDinh
BD1200552,,4.8,5.5,,,,4.75,6.75,8.5,,,5.0,N1,BinhDinh
BD1200553,,6.2,7.0,5.0,5.25,5.0,,,,,,4.8,N1,BinhDinh
BD1200554,,2.0,3.5,,,,2.75,4.5,3.25,,,3.8,N1,BinhDinh
BD1200555,,6.4,5.75,,,,5.25,6.5,8.0,,,4.6,N1,BinhDinh
BD1200556,,6.2,5.25,2.75,4.75,4.0,,,,,,3.4,N1,BinhDinh
BD1200557,,3.2,4.0,,,,3.5,5.25,5.0,,,1.2,N1,BinhDinh
BD1200558,,8.8,5.5,6.75,6.25,5.25,,,,,,4.8,N1,BinhDinh
BD1200559,,7.2,4.75,,,,5.25,6.5,8.75,,,2.6,N1,BinhDinh
BD1200560,,5.2,6.5,,,,5.5,6.0,7.25,,,4.6,N1,BinhDinh
BD1200561,,8.0,5.5,6.5,5.75,4.5,,,,,,4.8,N1,BinhDinh
BD1200562,,7.4,7.0,,,,8.5,7.0,8.5,,,6.2,N1,BinhDinh
BD1200563,,9.0,5.0,8.0,6.75,3.5,,,,,,3.8,N1,BinhDinh
BD1200564,,7.4,7.0,,,,4.25,7.75,9.0,,,7.4,N1,BinhDinh
BD1200565,,2.4,5.0,,,,5.0,6.25,7.75,,,1.8,N1,BinhDinh
BD1200566,,6.4,6.5,,,,4.25,7.5,8.75,,,7.4,N1,BinhDinh
BD1200567,,3.8,6.0,,,,4.75,6.5,6.25,,,4.2,N1,BinhDinh
BD1200568,,8.2,4.75,7.0,6.25,6.5,,,,,,3.8,N1,BinhDinh
BD1200569,,4.4,6.0,,,,3.75,5.5,6.25,,,4.2,N1,BinhDinh
BD1200570,,2.8,0.0,,,,2.0,2.25,3.5,,,1.6,N1,BinhDinh
BD1200571,,5.8,7.75,,,,9.0,7.75,8.25,,,6.2,N1,BinhDinh
BD1200572,,3.2,4.25,2.25,2.5,2.75,3.0,2.5,3.0,,,3.8,N1,BinhDinh
BD1200573,,6.2,6.0,5.5,5.5,3.25,,,,,,4.0,N1,BinhDinh
BD1200574,,7.6,5.0,6.0,3.5,4.25,,,,,,5.8,N1,BinhDinh
BD1200575,,5.0,6.5,4.25,3.75,4.0,,,,,,3.4,N1,BinhDinh
BD1200576,,7.6,5.75,4.5,6.0,4.25,,,,,,4.4,N1,BinhDinh
BD1200577,,5.6,5.5,5.25,4.0,6.5,,,,,,6.2,N1,BinhDinh
BD1200578,,7.2,5.75,7.5,7.25,6.0,,,,,,7.4,N1,BinhDinh
BD1200579,,7.6,7.75,6.25,6.25,5.75,,,,,,5.6,N1,BinhDinh
BD1200580,,3.4,5.0,,,,2.5,5.5,5.75,,,2.6,N1,BinhDinh
BD1200581,,5.6,5.0,,,,5.0,5.5,8.25,,,2.8,N1,BinhDinh
BD1200582,,5.2,4.5,,,,4.25,6.0,7.75,,,3.2,N1,BinhDinh
BD1200583,,6.4,5.5,,,,6.25,6.25,9.0,,,4.2,N1,BinhDinh
BD1200584,,6.6,4.5,2.75,2.5,3.5,3.25,6.0,8.25,,,2.8,N1,BinhDinh
BD1200585,,4.2,2.75,2.25,2.25,3.75,3.25,6.5,8.0,,,4.0,N1,BinhDinh
BD1200586,,8.2,6.25,5.0,7.0,5.25,,,,,,8.4,N1,BinhDinh
BD1200587,,5.4,6.0,2.75,3.25,3.25,3.75,6.0,8.5,,,3.0,N1,BinhDinh
BD1200588,,6.2,5.0,4.75,5.5,4.0,,,,,,5.2,N1,BinhDinh
BD1200589,,3.2,4.75,,,,4.75,6.0,7.5,,,2.2,N1,BinhDinh
BD1200590,,7.4,6.25,5.0,6.75,4.75,4.0,6.5,6.75,,,7.2,N1,BinhDinh
